name,price,category,composition,color,gender,description,img_url,url,scrapped-at
Vestido Levi's Ainsley Utility,"R$ 419,90",Vestido,"82% Algodão, 18% Liocel",Lavagem Média,Feminino,Código: 349770002 Produto: Vestido Levi's Ainsley Utility Categoria: Saias e Vestidos Cor / Lavagem: Lavagem Média Manga: Longa Bolso: Não Logo: Não Coleção: Primavera / Verão 2021 Gênero: Feminino Origem: Importado,https://lojalevis.vteximg.com.br/arquivos/ids/413162-640-640/349770002_1.jpg?v=637503121428970000,https://www.levi.com.br/vestido-levis-ainsley-utility-3497700020002/p,12-04-2022
Camisa Levis Gabriella,"R$ 209,93",Camisa,-,Azul,Feminino,Código: 854340000,https://lojalevis.vteximg.com.br/arquivos/ids/450973-640-640/PC9854340000_01.jpg?v=637721439976530000,https://www.levi.com.br/camisa-levis-gabriella-8543400000000m/p,12-04-2022
Blusa Levi's Graphic Zoey,"R$ 109,90",Blusa,100% Algodão,Branco,Feminino,Código: 182650006 Produto: Blusa Levi's Graphic Zoey Categoria: Camisas e Blusas Cor / Lavagem: Branco Manga: Sem manga Bolso: Não Logo: Sim Coleção: Primavera / Verão 2021 Gênero: Feminino Origem: Importado,https://lojalevis.vteximg.com.br/arquivos/ids/433492-640-640/182650006_1.jpg?v=637650694912330000,https://www.levi.com.br/blusa-levis-graphic-zoey-1826500060006/p,12-04-2022
Top Levi's Calliope,"R$ 209,90",Top,100% Algodão,Amarelo,Feminino,Código: 297640002 Produto: Top Levi's Calliope Categoria: Camisas e Blusas Cor / Lavagem: Amarelo Manga: Curta Bolso: Não Logo: Não Coleção: Primavera / Verão 2021 Gênero: Feminino Origem: Importado,https://lojalevis.vteximg.com.br/arquivos/ids/433798-640-640/297640002_1.jpg?v=637650696651570000,https://www.levi.com.br/top-levis-calliope-2976400020002/p,12-04-2022
Jaqueta Jeans Original Trucker,"R$ 459,90",Jaqueta,100% Algodão,Lavagem Média,Feminino,Código: 299450108 Produto: Jaqueta Jeans Original Trucker Categoria: Jaquetas Cor / Lavagem: Lavagem Média Manga: Longa Bolso: Não Logo: Não Coleção: Primavera / Verão 2021 Gênero: Feminino Origem: Importado,https://lojalevis.vteximg.com.br/arquivos/ids/433783-640-640/299450108_1.jpg?v=637650696545230000,https://www.levi.com.br/jaqueta-jeans-original-trucker-2994501080108/p,12-04-2022
Macacão Levi's Soft Surplus,,Macacão,"98% Algodão, 2% Elastano",Rosa,Feminino,Código: 348990002 Produto: Macacão Levi's Soft Surplus Categoria: Macacões Cor / Lavagem: Rosa Manga: Curta Bolso: Não Logo: Não Coleção: Primavera / Verão 2021 Gênero: Feminino Origem: Importado,https://lojalevis.vteximg.com.br/arquivos/ids/441444-640-640/348990002_1.jpg?v=637660445197330000,https://www.levi.com.br/macacao-levis-soft-surplus-3489900020002/p,12-04-2022
Camiseta Levi's Rib Baby,"R$ 149,90",Camiseta,100% Algodão,Azul,Feminino,Código: 376970029 Produto: Camiseta Levi's Rib Baby Categoria: Camisetas Cor / Lavagem: Azul Manga: Curta Bolso: Não Logo: Não Coleção: Primavera / Verão 2021 Gênero: Feminino Origem: Importado,https://lojalevis.vteximg.com.br/arquivos/ids/441382-640-640/376970029_1.jpg?v=637660444864800000,https://www.levi.com.br/camiseta-levis-rib-baby-3769700290029/p,12-04-2022
Vestido Jeans Levi's Ellie,"R$ 419,90",Vestido,"65% Algodão , 35% Poliéster",Preto,Feminino,Código: 389500003 Produto: Vestido Jeans Levi's Ellie Categoria: Saias e Vestidos Cor / Lavagem: Preto Manga: Longa Bolso: Não Logo: Não Coleção: Primavera / Verão 2021 Gênero: Feminino Origem: Importado,https://lojalevis.vteximg.com.br/arquivos/ids/433816-640-640/389500003_1.jpg?v=637650696747030000,https://www.levi.com.br/vestido-jeans-levis-ellie-3895000030003/p,12-04-2022
Vestido Levi's Willa Trapeze,"R$ 419,90",Vestido,"50% Algodão , 50% Algodão",Preto,Feminino,Código: A06630000 Produto: Vestido Levi's Willa Trapeze Categoria: Saias e Vestidos Cor / Lavagem: Preto Manga: Curta Bolso: Não Logo: Não Coleção: Primavera / Verão 2021 Gênero: Feminino Origem: Importado,https://lojalevis.vteximg.com.br/arquivos/ids/442261-640-640/A06630000_1.jpg?v=637660449570700000,https://www.levi.com.br/vestido-levis-willa-trapeze-a066300000000/p,12-04-2022
Blusa Levi's Joella,"R$ 239,90",Blusa,100% Algodão,Azul,Feminino,Código: A06700002 Produto: Blusa Levi's Joella Categoria: Camisas e Blusas Cor / Lavagem: Azul Manga: Curta Bolso: Não Logo: Não Coleção: Primavera / Verão 2021 Gênero: Feminino Origem: Importado,https://lojalevis.vteximg.com.br/arquivos/ids/434136-640-640/A06700002_1.jpg?v=637650698492930000,https://www.levi.com.br/blusa-levis-joella-a067000020002/p,12-04-2022
Camiseta Levi's Cropped Jordie,"R$ 109,90",Camiseta,100% Algodão,Azul,Feminino,Código: A07850006 Produto: Camiseta Levi's Cropped Jordie Categoria: Camisetas Cor / Lavagem: Azul Manga: Curta Bolso: Não Logo: Não Coleção: Primavera / Verão 2021 Gênero: Feminino Origem: Importado,https://lojalevis.vteximg.com.br/arquivos/ids/442320-640-640/A07850006_1.jpg?v=637660449906100000,https://www.levi.com.br/camiseta-levis-cropped-jordie-a078500060006/p,12-04-2022
Blusa Levi's Olympia Collar,"R$ 249,90",Blusa,"50% Algodão , 50% Algodão",Azul,Feminino,Código: A06720000 Produto: Blusa Levi's Olympia Collar Categoria: Camisas e Blusas Cor / Lavagem: Azul Manga: Curta Bolso: Não Logo: Não Coleção: Primavera / Verão 2021 Gênero: Feminino Origem: Importado,https://lojalevis.vteximg.com.br/arquivos/ids/442227-640-640/A06720000_1.jpg?v=637660449392030000,https://www.levi.com.br/blusa-levis-olympia-collar-a067200000000/p,12-04-2022
Vestido Levi's Eileen Midi,"R$ 389,90",Vestido,100% Algodão,Azul,Feminino,Código: A08180001 Produto: Vestido Levi's Eileen Midi Categoria: Saias e Vestidos Cor / Lavagem: Azul Manga: Longa Bolso: Não Logo: Não Coleção: Primavera / Verão 2021 Gênero: Feminino Origem: Importado,https://lojalevis.vteximg.com.br/arquivos/ids/434248-640-640/A08180001_1.jpg?v=637650699177800000,https://www.levi.com.br/vestido-levis-eileen-midi-a081800010001/p,12-04-2022
Blusa Levi's Gretchen,"R$ 289,90",Blusa,100% Algodão,Lilás,Feminino,Código: A09060001 Produto: Blusa Levi's Gretchen Categoria: Camisas e Blusas Cor / Lavagem: Lilás Manga: Longa Bolso: Não Logo: Não Coleção: Primavera / Verão 2021 Gênero: Feminino Origem: Importado,https://lojalevis.vteximg.com.br/arquivos/ids/424917-640-640/A09060001_1.jpg?v=637642031874000000,https://www.levi.com.br/blusa-levis-gretchen-a090600010001/p,12-04-2022
Vestido Levi's Marisole,"R$ 489,90",Vestido,100% Poliéster,Preto,Feminino,Código: A08380000 Produto: Vestido Levi's Marisole Categoria: Saias e Vestidos Cor / Lavagem: Preto Manga: Longa Bolso: Não Logo: Não Coleção: Primavera / Verão 2021 Gênero: Feminino Origem: Importado,https://lojalevis.vteximg.com.br/arquivos/ids/424861-640-640/A08380000_1.jpg?v=637642031482100000,https://www.levi.com.br/vestido-levis-marisole-a083800000000/p,12-04-2022
Blusa Levi's Teegan,"R$ 249,90",Blusa,"65% Algodão , 35% Poliéster",Preto,Feminino,Código: A09130001 Produto: Blusa Levi's Teegan Categoria: Camisas e Blusas Cor / Lavagem: Preto Manga: Longa Bolso: Não Logo: Não Coleção: Primavera / Verão 2021 Gênero: Feminino Origem: Importado,https://lojalevis.vteximg.com.br/arquivos/ids/434293-640-640/A09130001_1.jpg?v=637650699438600000,https://www.levi.com.br/blusa-levis-teegan-a091300010001/p,12-04-2022
Camiseta Levi's Lucky Plus Size,,Camiseta,"96% Algodão , 4% Spandex",Bege,Feminino,Código: A10240000,https://lojalevis.vteximg.com.br/arquivos/ids/442399-640-640/A10240000_1.jpg?v=637660450331300000,https://www.levi.com.br/camiseta-levis-lucky-plus-size-a102400000000/p,12-04-2022
Camiseta Levi's Lucky Plus Size,,Camiseta,"96% Algodão , 4% Spandex",Azul,Feminino,Código: A10240001,https://lojalevis.vteximg.com.br/arquivos/ids/442394-640-640/A10240001_1.jpg?v=637660450302400000,https://www.levi.com.br/camiseta-levis-lucky-plus-size-a102400010001/p,12-04-2022
Camiseta Levi's Graphic Jet,"R$ 189,90",Camiseta,100% Algodão,Bege,Feminino,Código: A03452166 Produto: Camiseta Levi's Graphic Jet Categoria: Camisetas Cor / Lavagem: Bege Manga: Curta Bolso: Não Logo: Não Coleção: Primavera / Verão 2021 Gênero: Feminino Origem: Nacional,https://lojalevis.vteximg.com.br/arquivos/ids/442485-640-640/LB0012166_1.jpg?v=637660450783270000,https://www.levi.com.br/camiseta-levis-graphic-jet-lb00121662166/p,12-04-2022
Camiseta Levi's Graphic Jet,"R$ 189,90",Camiseta,100% Algodão,Azul,Feminino,Código: A03452167 Produto: Camiseta Levi's Graphic Jet Categoria: Camisetas Cor / Lavagem: Azul Manga: Curta Bolso: Não Logo: Não Coleção: Primavera / Verão 2021 Gênero: Feminino Origem: Nacional,https://lojalevis.vteximg.com.br/arquivos/ids/442480-640-640/LB0012167_1.jpg?v=637660450758130000,https://www.levi.com.br/camiseta-levis-graphic-jet-lb00121672167/p,12-04-2022
Camiseta Levi's Graphic Jordie,"R$ 149,90",Camiseta,100% Algodão,Branco,Feminino,Código: A04582168 Produto: Camiseta Levi's Graphic Jordie Categoria: Camisetas Cor / Lavagem: Branco Manga: Curta Bolso: Não Logo: Não Coleção: Primavera / Verão 2021 Gênero: Feminino Origem: Nacional,https://lojalevis.vteximg.com.br/arquivos/ids/442475-640-640/LB0012168_1.jpg?v=637660450731930000,https://www.levi.com.br/camiseta-levis-graphic-jordie-lb00121682168/p,12-04-2022
Camiseta Levi's Graphic Jordie,"R$ 149,90",Camiseta,100% Algodão,Bege,Feminino,Código: A04582169 Produto: Camiseta Levi's Graphic Jordie Categoria: Camisetas Cor / Lavagem: Bege Manga: Curta Bolso: Não Logo: Não Coleção: Primavera / Verão 2021 Gênero: Feminino Origem: Nacional,https://lojalevis.vteximg.com.br/arquivos/ids/442470-640-640/LB0012169_1.jpg?v=637660450705030000,https://www.levi.com.br/camiseta-levis-graphic-jordie-lb00121692169/p,12-04-2022
Camiseta Levi's The Perfect Tee,"R$ 119,90",Camiseta,100% Algodão,Bege,Feminino,"A Camiseta Levis The Perfect Tee é confeccionada em malha de algodão e possui decote redondo, mangas curtas e uma modelagem levemente soltinha. Escolha perfeita para o dia a dia.Código: 699738080 Produto: Camiseta Levi's The Perfect Tee Categoria: Camisetas Cor / Lavagem: Bege Manga: Curta Bolso: Não Logo: Não Coleção: Primavera / Verão 2021 Gênero: Feminino Origem: Nacional",https://lojalevis.vteximg.com.br/arquivos/ids/434608-640-640/LB0018080_1.jpg?v=637650701243570000,https://www.levi.com.br/camiseta-levis-the-perfect-tee-lb00180808080/p,12-04-2022
Bermuda Jeans Levi's 405 Standard,"R$ 209,90",Bermuda,"70% Algodão, 28% Liocel, 2% Elastano",Preto,Masculino,Código: 398640005 Produto: Bermuda Jeans Levi's 405 Standard Categoria: Bermudas Cor / Lavagem: Preto Modelagem: Shorts médio Altura da Cintura: Intermediária Fecho: Zíper Coleção: Primavera / Verão 2021 Gênero: Masculino Origem: Importado,https://lojalevis.vteximg.com.br/arquivos/ids/424075-640-640/398640005_1.jpg?v=637642025699800000,https://www.levi.com.br/bermuda-jeans-levis-405-standard-3986400050005/p,12-04-2022
Calça Jeans Levi's 511™ Slim,"R$ 259,90",Calça,"70% Algodão, 28% Liocel, 2% Elastano",Lavagem Média,Masculino,Código: 045115125 Produto: Calça Jeans Levi's 511™ Slim Categoria: Jeans Cor / Lavagem: Lavagem Média Modelagem: Slim Altura da Cintura: Intermediária Fecho: Zíper Coleção: Primavera / Verão 2021 Gênero: Masculino Origem: Importado,https://lojalevis.vteximg.com.br/arquivos/ids/449667-640-640/045115125_1.jpg?v=637683496481630000,https://www.levi.com.br/calca-jeans-levis-511-slim-0451151255125/p,12-04-2022
Calça Jeans Levi's 512™ Slim Taper,"R$ 329,90",Calça,"68% Algodão, 31% Liocel, 1% Elastano",Lavagem Média,Masculino,Código: 288331000 Produto: Calça Jeans Levi's 512™ Slim Taper Categoria: Jeans Cor / Lavagem: Lavagem Média Modelagem: Slim Altura da Cintura: Intermediária Fecho: Zíper Coleção: Primavera / Verão 2021 Gênero: Masculino Origem: Importado,https://lojalevis.vteximg.com.br/arquivos/ids/441271-640-640/288331000_1.jpg?v=637660444225470000,https://www.levi.com.br/calca-jeans-levis-512-slim-taper-2883310001000/p,12-04-2022
Calça Jeans Levi's 502™ Taper,"R$ 309,90",Calça,"99% Algodão, 1% Elastano",Lavagem Média,Masculino,"A Calça Jeans Levis 502™ Taper tem cintura média, é regular nas coxas e possui pernas levemente ajustadas.",https://lojalevis.vteximg.com.br/arquivos/ids/441255-640-640/295070495_1.jpg?v=637660444141770000,https://www.levi.com.br/calca-jeans-levis-502-taper-2950704950495/p,12-04-2022
Bermuda Jeans Levi's 412 Slim,"R$ 239,90",Bermuda,"70% Algodão, 28% Liocel, 2% Elastano",Lavagem Escura,Masculino,Código: 393870009 Produto: Bermuda Jeans Levi's 412 Slim Categoria: Bermudas Cor / Lavagem: Lavagem Escura Modelagem: Slim Altura da Cintura: Intermediária Fecho: Zíper Coleção: Primavera / Verão 2021 Gênero: Masculino Origem: Importado,https://lojalevis.vteximg.com.br/arquivos/ids/441541-640-640/393870009_1.jpg?v=637660445796870000,https://www.levi.com.br/bermuda-jeans-levis-412-slim-3938700090009/p,12-04-2022
Calça Jeans Levi's So High Boot,"R$ 379,90",Calça,"99% Algodão, 1% Elastano",Lavagem Escura,Masculino,Código: A09090003 Produto: Calça Jeans Levi's So High Boot Categoria: Jeans Cor / Lavagem: Lavagem Escura Modelagem: Bootcut Altura da Cintura: Alta Fecho: Zíper Coleção: Primavera / Verão 2021 Gênero: Masculino Origem: Importado,https://lojalevis.vteximg.com.br/arquivos/ids/424910-640-640/A09090003_1.jpg?v=637642031826030000,https://www.levi.com.br/calca-jeans-levis-so-high-boot-a090900030003/p,12-04-2022
Bermuda Levis 405 Standard,"R$ 299,90",Bermuda,-,Lavagem Escura,Masculino,Código: LB3000012,https://lojalevis.vteximg.com.br/arquivos/ids/451220-640-640/PC9LB3000012_01.jpg?v=637721441527730000,https://www.levi.com.br/bermuda-levis-405-standard-lb30000120012/p,12-04-2022
Bermuda Levis 412 Slim,"R$ 299,90",Bermuda,-,Lavagem Escura,Masculino,Código: LB3500012,https://lojalevis.vteximg.com.br/arquivos/ids/451374-640-640/PC9LB3500012_01.jpg?v=637721442456900000,https://www.levi.com.br/bermuda-levis-412-slim-lb35000120012/p,12-04-2022
Calça Jeans 501® Levis Original,"R$ 399,90",Calça,100% Algodão,Lavagem Escura,Masculino,Código: 005013271,https://lojalevis.vteximg.com.br/arquivos/ids/460116-640-640/00501-3271_1.jpg?v=637816468298430000,https://www.levi.com.br/calca-jeans-501-levis-original-0050132713271/p,12-04-2022
Camiseta Levis Red Tab Vintage Tee,"R$ 209,90",Camiseta,100% Algodão (Organico),Marrom,Masculino,Código: A06370018,https://lojalevis.vteximg.com.br/arquivos/ids/458331-640-640/A06370018_1.jpg?v=637805160474900000,https://www.levi.com.br/camiseta-levis-red-tab-vintage-tee-a063700180018/p,12-04-2022
Camiseta Levis Original Hm Tee,"R$ 129,90",Camiseta,100% Algodão,Azul,Masculino,Código: LB0020013,https://lojalevis.vteximg.com.br/arquivos/ids/352739-640-640/LB0020013_01.jpg?v=637171360069770000,https://www.levi.com.br/camiseta-levis-original-hm-tee-lb00200130013/p,12-04-2022
Camiseta Levis Graphic Set-In Neck,"R$ 129,90",Camiseta,100% Algodão,Preto,Masculino,Código: LB0010024,https://lojalevis.vteximg.com.br/arquivos/ids/423930-640-640/LB0010024_1.jpg?v=637642024776270000,https://www.levi.com.br/camiseta-levis-graphic-set-in-neck-lb00100240024/p,12-04-2022
Calça Jeans Levis 502™ Taper,"R$ 359,90",Calça,"88% Algodão, 10% Poliester, 2% Elastano (Lycra)",Lavagem Escura,Masculino,Código: 295070036,https://lojalevis.vteximg.com.br/arquivos/ids/365311-640-640/2950700360036_1.jpg?v=637212955661530000,https://www.levi.com.br/calca-jeans-levis-502-taper-2950700360036/p,12-04-2022
Calça Jeans Levis 511™ Slim,"R$ 319,90",Calça,-,Lavagem Escura,Masculino,Código: LB5110018,https://lojalevis.vteximg.com.br/arquivos/ids/450586-640-640/PC9LB5110018_01.jpg?v=637721437566870000,https://www.levi.com.br/calca-jeans-levis-511-slim-lb51100180018/p,12-04-2022
Bermuda Jeans Levi's 412 Slim,"R$ 239,90",Bermuda,"70% Algodão, 28% Liocel, 2% Elastano",Lavagem Clara,Masculino,Código: 393870039 Produto: Bermuda Jeans Levi's 412 Slim Categoria: Bermudas Cor / Lavagem: Lavagem Clara Modelagem: Slim Altura da Cintura: Intermediária Fecho: Zíper Coleção: Primavera / Verão 2021 Gênero: Masculino Origem: Importado,https://lojalevis.vteximg.com.br/arquivos/ids/441507-640-640/393870039_1.jpg?v=637660445599200000,https://www.levi.com.br/bermuda-jeans-levis-412-slim-3938700390039/p,12-04-2022
Calça Jeans Levi's 511™ Slim,"R$ 259,90",Calça,"70% Algodão, 28% Liocel, 2% Elastano",Lavagem Clara,Masculino,Código: 0451151285128 Produto: Calça Jeans Levi's 511™ Slim Categoria: Jeans Cor / Lavagem: Lavagem Clara Modelagem: Slim Altura da Cintura: Intermediária Fecho: Zíper Coleção: Primavera / Verão 2021 Gênero: Masculino Origem: Importado,https://lojalevis.vteximg.com.br/arquivos/ids/441069-640-640/045115128_1.jpg?v=637660443206230000,https://www.levi.com.br/calca-jeans-levis-511-slim-0451151285128/p,12-04-2022
Bermuda Levis 412 Slim,"R$ 319,90",Bermuda,"70% Algodão, 28% Lyocell, 2% Elastano (Lycra)",Lavagem Média,Masculino,Código: 393870045,https://lojalevis.vteximg.com.br/arquivos/ids/456315-640-640/393870045_1.jpg?v=637804904060100000,https://www.levi.com.br/bermuda-levis-412-slim-3938700450045/p,12-04-2022
Calça Levi's Field Pant,"R$ 319,90",Calça,"98% Algodão, 2% Elastano",Verde,Masculino,Código: 547410013 Produto: Calça Levi's Field Pant Categoria: Chino Non Denin Cor / Lavagem: Verde Modelagem: Reto Altura da Cintura: Intermediária Fecho: Zíper Coleção: Primavera / Verão 2021 Gênero: Masculino Origem: Importado,https://lojalevis.vteximg.com.br/arquivos/ids/433974-640-640/547410013_1.jpg?v=637650697599930000,https://www.levi.com.br/calca-levis-field-pant-5474100130013/p,12-04-2022
Calça Jeans Levi's Skinny Taper,"R$ 289,90",Calça,"70% Algodão, 28% Liocel, 2% Elastano",Lavagem Média,Masculino,Código: 845580122 Produto: Calça Jeans Levi's Skinny Taper Categoria: Jeans Cor / Lavagem: Lavagem Média Modelagem: Skinny Altura da Cintura: Baixa Fecho: Zíper Coleção: Primavera / Verão 2021 Gênero: Masculino Origem: Importado,https://lojalevis.vteximg.com.br/arquivos/ids/441959-640-640/845580122_1.jpg?v=637660447937530000,https://www.levi.com.br/calca-jeans-levis-skinny-taper-8455801220122/p,12-04-2022
Calça Jeans Levi's Skinny Taper,"R$ 299,90",Calça,"99% Algodão, 1% Elastano",Lavagem Escura,Masculino,Código: 845580034 Produto: Calça Jeans Levi's Skinny Taper Categoria: Jeans Cor / Lavagem: Lavagem Escura Modelagem: Skinny Altura da Cintura: Baixa Fecho: Zíper Coleção: Primavera / Verão 2021 Gênero: Masculino Origem: Importado,https://lojalevis.vteximg.com.br/arquivos/ids/395738-640-640/845580034_1.jpg?v=637383136779600000,https://www.levi.com.br/calca-jeans-levis-skinny-taper-8455800340034/p,12-04-2022
