name,price,category,subcategory,composition,color,gender,description,img_url,url,scrapped-at
Brs Hoodie With Hood,"R$ 139,99",Casacos,Moletom,80% POLIESTER 20% ALGODAO,CINZA,Masculino,Moletom com zíper e capuz. Detalhes em zíper nas mangas. Modelagem comfort. Composição mista,https://storetng.vteximg.com.br/arquivos/ids/416741-639-876/I19MHH02_901_1-BRS-HOODIE-WITH-HOOD.jpg?v=637734504023870000,https://www.tng.com.br/brs-hoodie-with-hood-cinza-i19mhh02-901/p,12-04-2022
Moletom Ml Irregular,"R$ 99,99",Casacos,Moletom,100% ALGODAO,MARROM,Masculino,MOLETOM ML IRREGULAR,https://storetng.vteximg.com.br/arquivos/ids/370846-639-876/I19MHD03_504_1-MOLETOM-ML-IRREGULAR.jpg?v=637305075579400000,https://www.tng.com.br/moletom-ml-irregular-marrom-i19mhd03-504/p,12-04-2022
Moletom Canguru Liso,"R$ 99,99",Casacos,Moletom,100% ALGODAO,AZUL,Masculino,MOLETOM CANGURU LISO,https://storetng.vteximg.com.br/arquivos/ids/396416-639-876/I19MHM03_750_1-MOLETOM-CANGURU-LISO.jpg?v=637492513992600000,https://www.tng.com.br/moletom-canguru-liso-azul-i19mhm03-750/p,12-04-2022
Vk High Collar Jacket,"R$ 259,99",Casacos,Jaquetas,100% POLIESTER,JEANS,Masculino,"Jaqueta em nylon, com punho na barra e nas mangas, bolsos com zíperes e gola alta. Modelagem comfort.",https://storetng.vteximg.com.br/arquivos/ids/376556-639-876/I19MJN01_950_1-VK-HIGH-COLLAR-JACKET.jpg?v=637334665286270000,https://www.tng.com.br/vk-high-collar-jacket-jeans-i19mjn01-950/p,12-04-2022
Jaqueta Pu Com Moletom,"R$ 499,99",Casacos,Jaquetas,,PRETO,Masculino,"Jaqueta PU Com Moletom e bolsos frontais, produto super versatil e confortavel, que garante um look despojado.",https://storetng.vteximg.com.br/arquivos/ids/382241-639-876/I19MJP02_950_1-MG-FLEECE-JACKET.jpg?v=637359559853130000,https://www.tng.com.br/jaqueta-pu-com-moletom-preto-i19mjp02-950/p,12-04-2022
Jaqueta Pu Masculina Com Bolsos Frontais,"R$ 499,99",Casacos,Jaquetas,100% POLIESTER,CAFÉ,Masculino,"Jaqueta PU Masculina Com Bolsos Frontais é composta por 100% poliester, conta com textura diferenciada na parte frontal. Peça confortavél, ótima para os dias mais frios.",https://storetng.vteximg.com.br/arquivos/ids/371105-639-876/I19MJP06_585_1-MG-PU-JACKET.jpg?v=637305077689430000,https://www.tng.com.br/jaqueta-pu-masculina-com-bolsos-frontais-cafe-i19mjp06-585/p,12-04-2022
Malha Gola v,"R$ 69,99",Black Friday,Masculino,100% ACRILICO,VERMELHO,Masculino,"Transitando entre os estilos casual e social, a Malha Gola V é ideal para dias mais frios. Sua modelagem conta com gola V e mangas longas. Confortável e elegante, a malha é perfeita para usar com camisa por baixo e combinar com calça alfaiataria. Definitivamente não pode faltar no guarda-roupa do homem contemporâneo.",https://storetng.vteximg.com.br/arquivos/ids/405267-639-876/I19MRD23_125_1-MALHA-GOLA-V.jpg?v=637647109588300000,https://www.tng.com.br/malha-gola-v-vermelho-i19mrd23-125/p,12-04-2022
Bermuda Sarja,"R$ 49,99",Bermudas,Bermudas de Sarja,100% ALGODAO,VERDE,Masculino,BERMUDA SARJA,https://storetng.vteximg.com.br/arquivos/ids/377647-639-876/V19MBE06_936_1-BERMUDA-SARJA.jpg?v=637345724857000000,https://www.tng.com.br/bermuda-sarja-verde-v19mbe06-936/p,12-04-2022
Bermuda De Sarja,"R$ 49,99",Bermudas,Bermudas de Sarja,100% ALGODAO,PRETO,Masculino,BERMUDA DE SARJA,https://storetng.vteximg.com.br/arquivos/ids/360706-639-876/V19MBE16_950_1-BERMUDA-DE-SARJA.jpg?v=637250791071330000,https://www.tng.com.br/bermuda-de-sarja-preto-v19mbe16-950/p,12-04-2022
Bermuda Sarja Estampada,"R$ 49,99",Bermudas,Bermudas de Sarja,100% ALGODAO,PRETO,Masculino,BERMUDA SARJA ESTAMPADA,https://storetng.vteximg.com.br/arquivos/ids/377782-639-876/V19MBE25_950_1-BERMUDA-SARJA-ESTAMPADA.jpg?v=637345726175100000,https://www.tng.com.br/bermuda-sarja-estampada-preto-v19mbe25-950/p,12-04-2022
Bermuda Sarja,"R$ 49,99",Bermudas,Bermudas de Sarja,100% ALGODAO,AZUL,Masculino,BERMUDA SARJA,https://storetng.vteximg.com.br/arquivos/ids/377811-639-876/V19MBE27_700_1-BERMUDA-SARJA.jpg?v=637345726515300000,https://www.tng.com.br/bermuda-sarja-azul-v19mbe27-700/p,12-04-2022
Camiseta Com Det Em Gel,"R$ 19,99",Camisetas,Camiseta Estampada,70% ALGODAO 30% POLIESTER,BRANCO,Masculino,,https://storetng.vteximg.com.br/arquivos/ids/276050-639-876/V19MKDW94_350_1-CAMISETA-COM-DET-EM-GEL.jpg?v=637165933427200000,https://www.tng.com.br/camiseta-com-det-em-gel-branco-v19mkdw94-350/p,12-04-2022
Camisa Manga Longa,"R$ 79,99",Black Friday,Masculino,80% ACRILICO 20% POLIESTER,ROSA,Masculino,Camisa manga longa casual com modelagem comfort. Composição mista.,https://storetng.vteximg.com.br/arquivos/ids/373428-639-876/V19MLB05_660_1-CAMISA-MANGA-LONGA.jpg?v=637305251479100000,https://www.tng.com.br/camisa-manga-longa-rosa-v19mlb05-660/p,12-04-2022
Camisa Casual Estampada Manga Longa,"R$ 79,99",Camisas,Camisa Casual,100% ALGODAO,PRETO,Masculino,"Camisa masculina manga longa é composta por 100% algodão, com estampa diferenciada. Peça versátil, confortavél e cheia de estilo.",https://storetng.vteximg.com.br/arquivos/ids/391009-639-876/V19MLG38_950_1-CAMISA-ESTAMPADA-MANGA-LONGA.jpg?v=637439075739400000,https://www.tng.com.br/camisa-casual-estampada-manga-longa-preto-v19mlg38-950/p,12-04-2022
Camisa Manga Longa,"R$ 79,99",Black Friday,Masculino,80% ACRILICO 20% POLIESTER,CINZA,Masculino,Camisa manga longa casual com modelagem comfort. Composição mista.,https://storetng.vteximg.com.br/arquivos/ids/385267-639-876/V19MLB05_330_1-CAMISA-MANGA-LONGA.jpg?v=637359582605500000,https://www.tng.com.br/camisa-manga-longa-cinza-v19mlb05-330/p,12-04-2022
Camisa Casual Estampada Manga Longa,"R$ 79,99",Camisas,Camisa Casual,100% ALGODAO,BRANCO,Masculino,"Camisa masculina manga longa é composta por 100% algodão, com estampa diferenciada. Peça versátil, confortavél e cheia de estilo.",https://storetng.vteximg.com.br/arquivos/ids/393089-639-876/V19MLG40_350_1-CAMISA-ESTAMPADA-MANGA-LONGA.jpg?v=637444182138230000,https://www.tng.com.br/camisa-casual-estampada-manga-longa-branco-v19mlg40-350/p,12-04-2022
Camisa Manga Curta Estampada,"R$ 99,99",Camisas,Camisa Casual,100% ALGODAO,BRANCO,Masculino,CAMISA MANGA CURTA ESTAMPADA,https://storetng.vteximg.com.br/arquivos/ids/391112-639-876/V19MLH57_350_1-CAMISA-MANGA-CURTA-ESTAMPADA.jpg?v=637439077307430000,https://www.tng.com.br/camisa-manga-curta-estampada-branco-v19mlh57-350/p,12-04-2022
Camisa Xadrez Manga Longa,"R$ 79,99",Camisas,Camisa Casual,100% ALGODAO,VERMELHO,Masculino,CAMISA XADREZ MANGA LONGA,https://storetng.vteximg.com.br/arquivos/ids/411654-639-876/V19MLO10_609_1-CAMISA-XADREZ-MANGA-LONGA.jpg?v=637697376139970000,https://www.tng.com.br/camisa-xadrez-manga-longa-vermelho-v19mlo10-609/p,12-04-2022
Camisa Manga Curta Estampada,"R$ 99,99",Camisas,Camisa Casual,100% ALGODAO,AZUL,Masculino,"Camisa masculina manga curta é composta por 100% algodão, com estampa em folhagens. Peça versátil, confortavél e cheia de estilo.",https://storetng.vteximg.com.br/arquivos/ids/391186-639-876/V19MLH67_743_1-CAMISA-MANGA-CURTA-ESTAMPADA.jpg?v=637439078943300000,https://www.tng.com.br/camisa-manga-curta-estampada-azul-v19mlh67-743/p,12-04-2022
Camisa Xadrez Manga Longa,"R$ 79,99",Camisas,Camisa Casual,100% ALGODAO,AZUL,Masculino,CAMISA XADREZ MANGA LONGA,https://storetng.vteximg.com.br/arquivos/ids/411652-639-876/V19MLO11_705_1-CAMISA-XADREZ-MANGA-LONGA.jpg?v=637697376123870000,https://www.tng.com.br/camisa-xadrez-manga-longa-azul-v19mlo11-705/p,12-04-2022
Camisa Xadrez Manga Longa,"R$ 79,99",Camisas,Camisa Casual,100% ALGODAO,VERMELHO,Masculino,CAMISA XADREZ MANGA LONGA,https://storetng.vteximg.com.br/arquivos/ids/412129-639-876/V19MLO12_609_1-CAMISA-XADREZ-MANGA-LONGA.jpg?v=637703412129000000,https://www.tng.com.br/camisa-xadrez-manga-longa-vermelho-v19mlo12-609/p,12-04-2022
Camisa Xadrez Manga Longa,"R$ 79,99",Camisas,Camisa Casual,100% ALGODAO,CHUMBO,Masculino,CAMISA XADREZ MANGA LONGA,https://storetng.vteximg.com.br/arquivos/ids/411657-639-876/V19MLO16_970_1-CAMISA-XADREZ-MANGA-LONGA.jpg?v=637697376157800000,https://www.tng.com.br/camisa-xadrez-manga-longa-chumbo-v19mlo16-970/p,12-04-2022
Camisa Xadrez Manga Longa,"R$ 79,99",Camisas,Camisa Casual,100% ALGODAO,CINZA,Masculino,CAMISA XADREZ MANGA LONGA,https://storetng.vteximg.com.br/arquivos/ids/412372-639-876/V19MLO19_920_1-CAMISA-XADREZ-MANGA-LONGA.jpg?v=637703413679630000,https://www.tng.com.br/camisa-xadrez-manga-longa-cinza-v19mlo19-920/p,12-04-2022
Camisa Xadrez Manga Longa,"R$ 79,99",Camisas,Camisa Casual,100% ALGODAO,AZUL,Masculino,CAMISA XADREZ MANGA LONGA,https://storetng.vteximg.com.br/arquivos/ids/411651-639-876/V19MLO18_750_1-CAMISA-XADREZ-MANGA-LONGA.jpg?v=637697376104300000,https://www.tng.com.br/camisa-xadrez-manga-longa-azul-v19mlo18-750/p,12-04-2022
Camisa Xadrez Manga Longa,"R$ 79,99",Camisas,Camisa Casual,100% ALGODAO,PRETO,Masculino,CAMISA XADREZ MANGA LONGA,https://storetng.vteximg.com.br/arquivos/ids/411655-639-876/V19MLO2_950_1-CAMISA-XADREZ-MANGA-LONGA.jpg?v=637697376149670000,https://www.tng.com.br/camisa-xadrez-manga-longa-preto-v19mlo2-950/p,12-04-2022
Camisaxadrez Manga Longa,"R$ 79,99",Camisas,Camisa Casual,100% ALGODAO,AZUL,Masculino,CAMISAXADREZ MANGA LONGA,https://storetng.vteximg.com.br/arquivos/ids/412384-639-876/V19MLO3_750_1-CAMISAXADREZ-MANGA-LONGA.jpg?v=637703413752800000,https://www.tng.com.br/camisaxadrez-manga-longa-azul-v19mlo3-750/p,12-04-2022
Camisa Xadrez Manga Longa,"R$ 79,99",Camisas,Camisa Casual,100% ALGODAO,VERMELHO,Masculino,CAMISA XADREZ MANGA LONGA,https://storetng.vteximg.com.br/arquivos/ids/412376-639-876/V19MLO20_609_1-CAMISA-XADREZ-MANGA-LONGA.jpg?v=637703413702930000,https://www.tng.com.br/camisa-xadrez-manga-longa-vermelho-v19mlo20-609/p,12-04-2022
Camisa Xadrez Manga Longa,"R$ 79,99",Camisas,Camisa Casual,100% ALGODAO,AZUL,Masculino,CAMISA XADREZ MANGA LONGA,https://storetng.vteximg.com.br/arquivos/ids/412386-639-876/V19MLO5_750_1-CAMISA-XADREZ-MANGA-LONGA.jpg?v=637703413758100000,https://www.tng.com.br/camisa-xadrez-manga-longa-azul-v19mlo5-750/p,12-04-2022
Camisa Xadrez Manga Longa,"R$ 79,99",Camisas,Camisa Casual,100% ALGODAO,VERMELHO,Masculino,CAMISA XADREZ MANGA LONGA,https://storetng.vteximg.com.br/arquivos/ids/412389-639-876/V19MLO7_609_1-CAMISA-XADREZ-MANGA-LONGA.jpg?v=637703413782200000,https://www.tng.com.br/camisa-xadrez-manga-longa-vermelho-v19mlo7-609/p,12-04-2022
Camisa Social,"R$ 79,99",Camisas,Camisa Casual,60% POLIESTER 40% ALGODAO,BRANCO,Masculino,Camisa Social,https://storetng.vteximg.com.br/arquivos/ids/385532-639-876/V19MMM07_350_1-CAMISA-SOCIAL.jpg?v=637359584233100000,https://www.tng.com.br/camisa-social-branco-v19mmm07-350/p,12-04-2022
Camisa Social,"R$ 79,99",Camisas,Camisa Casual,60% POLIESTER 40% ALGODAO,AZUL,Masculino,Camisa Social,https://storetng.vteximg.com.br/arquivos/ids/386410-639-876/V19MMM17_750_1-CAMISA-SOCIAL.jpg?v=637359606653900000,https://www.tng.com.br/camisa-social-azul-v19mmm17-750/p,12-04-2022
Camisa Social,"R$ 79,99",Camisas,Camisa Casual,60% POLIESTER 40% ALGODAO,AZUL,Masculino,Camisa Social,https://storetng.vteximg.com.br/arquivos/ids/385618-639-876/V19MMM20_700_1-CAMISA-SOCIAL.jpg?v=637359584693000000,https://www.tng.com.br/camisa-social-azul-v19mmm20-700/p,12-04-2022
,,Camisetas,Camiseta Estampada,96% VISCOSE 4% ELASTANO,PRETO,Masculino,Camisetaoriginal Jeans,https://storetng.vteximg.com.br/arquivos/ids/385011-292-292/V19MKDW42_950_1-CAMISETA-ORIGINAL-JEANS.jpg?v=637359578981330000,https://www.tng.com.br/camiseta-original-jeans-preto-v19mkdw42-950/p,12-04-2022
Short Estampado Floral,"R$ 39,99",Shorts,Shorts,100% NYLON,AZUL,Masculino,SHORT ESTAMPADO FLORAL,https://storetng.vteximg.com.br/arquivos/ids/343006-639-876/V19MSHN29_750_1-SHORT-ESTAMPADO-FLORAL.jpg?v=637177114954570000,https://www.tng.com.br/short-estampado-floral-azul-v19mshn29-750/p,12-04-2022
Blazer Social Style Denim,"R$ 299,99",Blazers,Social,70% ALGODAO 27% POLIESTER 3% ELASTANO,AZUL,Masculino,Blazer Social Style Denim,https://storetng.vteximg.com.br/arquivos/ids/385938-639-876/V19MZA10_750_1-BLAZER-SOCIAL-STYLE-DENIM.jpg?v=637359586308800000,https://www.tng.com.br/blazer-social-style-denim-azul-v19mza10-750/p,12-04-2022
Short Estampado Ocean,"R$ 39,99",Shorts,Shorts,100% NYLON,AREIA,Masculino,SHORT ESTAMPADO OCEAN,https://storetng.vteximg.com.br/arquivos/ids/343011-639-876/V19MSHN34_504_1-SHORT-ESTAMPADO-OCEAN.jpg?v=637177115012600000,https://www.tng.com.br/short-estampado-ocean-areia-v19mshn34-504/p,12-04-2022
Blazer Social De Malha,"R$ 199,99",Blazers,Social,85% ALGODAO 15% POLIESTER,PRETO,Masculino,Blazer Social De Malha,https://storetng.vteximg.com.br/arquivos/ids/385931-639-876/V19MZA16_950_1-BLAZER-SOCIAL-DE-MALHA.jpg?v=637359586284730000,https://www.tng.com.br/blazer-social-de-malha-preto-v19mza16-950/p,12-04-2022
Blazer Social Risca De Giz,"R$ 399,99",Blazers,Social,80% POLIESTER 20% VISCOSE,AZUL,Masculino,BLAZER SOCIAL RISCA DE GIZ é composta por 80% poliester e 20% viscose.,https://storetng.vteximg.com.br/arquivos/ids/422589-639-876/V19MZA17_750_1-BLAZER-SOCIAL-RISCA-DE-GIZ.jpg?v=637758882320100000,https://www.tng.com.br/blazer-social-risca-de-giz-azul-v19mza17-750/p,12-04-2022
Blazer Social Chumbo,"R$ 349,99",Blazers,Social,80% POLIESTER 20% VISCOSE,CHUMBO,Masculino,BLAZER SOCIAL CHUMBO é composto por 80% poliester e 20% viscose.,https://storetng.vteximg.com.br/arquivos/ids/422756-639-876/V19MZA18_970_1-BLAZER-SOCIAL-CHUMBO.jpg?v=637758883829600000,https://www.tng.com.br/blazer-social-chumbo-chumbo-v19mza18-970/p,12-04-2022
Brs Hoodie With Hood,"R$ 139,99",Casacos,Moletom,80% POLIESTER 20% ALGODAO,JEANS,Masculino,Moletom com zíper e capuz. Detalhes em zíper nas mangas. Modelagem comfort. Composição mista,https://storetng.vteximg.com.br/arquivos/ids/370943-639-876/I19MHH02_950_1-BRS-HOODIE-WITH-HOOD.jpg?v=637305076552830000,https://www.tng.com.br/brs-hoodie-with-hood-jeans-i19mhh02-950/p,12-04-2022
Sapato Masculino Social Em Couro,"R$ 259,99",Calçados,Sapatos Sociais,100 % COURO,MARROM,Masculino,"Sapato masculino confeccionado em couro legítimo modelo social com friso na parte frontal. Possui fechamento por cadarço, parte interna e palmilha macia, solado com frisos antiderrapante garantindo maior segurança e conforto ao caminhar.",https://storetng.vteximg.com.br/arquivos/ids/404893-639-876/BNMSO04_570_1-SAPATO-MASCULINO-SOCIAL-EM-COURO.jpg?v=637642056510700000,https://www.tng.com.br/sapato-masculino-social-em-couro-marrom-bnmso04-570/p,12-04-2022
Polo Masculina Básica Mescla,"R$ 79,99",Estampada,Estampada,50% POLIESTER 50% ALGODAO,ROSA,Masculino,"Polo masculina confeccionada em piquet, algodão e poliéster, com detalhe logo da marca na parte frontal. Possui manga curta, gola em retilínea, fechamento por botões na vista e acabamento em costura no tom.",https://storetng.vteximg.com.br/arquivos/ids/343595-639-876/BNMPCA27_565_1-POLO-MASCULINA-BASICA-MESCLA.jpg?v=637178027515400000,https://www.tng.com.br/polo-masculina-basica-mescla-rosa-bnmpca27-565/p,12-04-2022
Tênis Color Body,"R$ 99,99",Calçados,Tênis e botas,100 % COURO,PRETO,Masculino,Tênis Color Body,https://storetng.vteximg.com.br/arquivos/ids/380846-639-876/V19MTET16_950_1-TENIS-COLOR-BODY.jpg?v=637353715159830000,https://www.tng.com.br/tenis-color-body-preto-v19mtet16-950/p,12-04-2022
Camisa Flowers,"R$ 79,99",Camisas,Camisa Casual,100% ALGODAO,AZUL,Masculino,"A estampa floral nunca sai de moda e combina com todas as estações do ano, principalmente com o verão. A Camisa Flowers traz esse estilo de estampa em cores vibrantes e harmoniosas, além de mangas curtas para os dias quentes da estação. Use com bermuda jeans e você estará pronto para sair.",https://storetng.vteximg.com.br/arquivos/ids/277327-639-876/V19MLH15_700_1-CAMISA-FLOWERS.jpg?v=637165949466370000,https://www.tng.com.br/camisa-flowers-azul-v19mlh15-700/p,12-04-2022
Polo Estampa Flores,"R$ 59,99",Estampada,Estampada,100% ALGODAO,AZUL,Masculino,Polo Estampa Flores,https://storetng.vteximg.com.br/arquivos/ids/385672-639-876/V19MPCH01_705_1-POLO-ESTAMPA-FLORES.jpg?v=637359584942870000,https://www.tng.com.br/polo-estampa-flores-azul-v19mpch01-705/p,12-04-2022
Polo Estampa Flores,"R$ 59,99",Estampada,Estampada,100% ALGODAO,CINZA,Masculino,Polo Estampa Flores,https://storetng.vteximg.com.br/arquivos/ids/385730-639-876/V19MPCH01_905_1-POLO-ESTAMPA-FLORES.jpg?v=637359585284000000,https://www.tng.com.br/polo-estampa-flores-cinza-v19mpch01-905/p,12-04-2022
Polo Estampa Folhas,"R$ 39,99",Estampada,Estampada,100% ALGODAO,BRANCO,Masculino,"A Polo Estampa Folhas é um modelo super estiloso e moderno. Possui mangas curtas, gola italiana com botões e estampa de ramos pequenos por toda a peça, além de ser confortável. A polo é ótima para compor um estilo casual, com peças em sarja. Muito conforto e elegância para o seu dia a dia!",https://storetng.vteximg.com.br/arquivos/ids/385873-639-876/V19MPDH01_350_1-POLO-ESTAMPA-FOLHAS.jpg?v=637359586031700000,https://www.tng.com.br/polo-estampa-folhas-branco-v19mpdh01-350/p,12-04-2022
Camisa Floral,"R$ 79,99",Camisas,Camisa Casual,100% ALGODAO,VERDE,Masculino,,https://storetng.vteximg.com.br/arquivos/ids/342689-639-876/V19MLH21_332_1-CAMISA-FLORAL.jpg?v=637176598257400000,https://www.tng.com.br/camisa-floral-verde-v19mlh21-332/p,12-04-2022
Shorts Agua Folhagens,"R$ 39,99",Shorts,Shorts,100% NYLON,BRANCO,Masculino,,https://storetng.vteximg.com.br/arquivos/ids/359553-639-876/V19MSHN01_350_1-SHORTS-AGUA-FOLHAGENS.jpg?v=637244903266200000,https://www.tng.com.br/shorts-agua-folhagens-branco-v19mshn01-350/p,12-04-2022
Camisa Folhagem,"R$ 79,99",Camisas,Camisa Casual,100% ALGODAO,CINZA,Masculino,,https://storetng.vteximg.com.br/arquivos/ids/340767-639-876/V19MLH23_905_1-CAMISA-FOLHAGEM.jpg?v=637176567960100000,https://www.tng.com.br/camisa-folhagem-cinza-v19mlh23-905/p,12-04-2022
Shorts Agua Folhagens,"R$ 39,99",Shorts,Shorts,100% NYLON,AZUL,Masculino,,https://storetng.vteximg.com.br/arquivos/ids/343256-639-876/V19MSHN05_707_1-SHORTS-AGUA-FOLHAGENS.jpg?v=637177132864800000,https://www.tng.com.br/shorts-agua-folhagens-azul-v19mshn05-707/p,12-04-2022
Short Agua Floral,"R$ 39,99",Shorts,Shorts,100% NYLON,AZUL,Masculino,,https://storetng.vteximg.com.br/arquivos/ids/343254-639-876/V19MSHN03_750_1-SHORT-AGUA-FLORAL.jpg?v=637177132840400000,https://www.tng.com.br/short-agua-floral-azul-v19mshn03-750/p,12-04-2022
Camisa Mc Floral,"R$ 79,99",Camisas,Camisa Casual,100% ALGODAO,AZUL,Masculino,,https://storetng.vteximg.com.br/arquivos/ids/385335-639-876/V19MLH29_700_1-CAMISA-MC-FLORAL.jpg?v=637359583052970000,https://www.tng.com.br/camisa-mc-floral-azul-v19mlh29-700/p,12-04-2022
Short Agua Folhagens,"R$ 39,99",Shorts,Shorts,100% NYLON,AZUL,Masculino,,https://storetng.vteximg.com.br/arquivos/ids/343179-639-876/V19MSHN06_750_1-SHORT-AGUA-FOLHAGENS.jpg?v=637177123877400000,https://www.tng.com.br/short-agua-folhagens-azul-v19mshn06-750/p,12-04-2022
Shorts Agua Floral,"R$ 39,99",Shorts,Shorts,100% NYLON,AZUL,Masculino,,https://storetng.vteximg.com.br/arquivos/ids/359625-639-876/V19MSHN07_750_1-SHORTS-AGUA-FLORAL.jpg?v=637244903852370000,https://www.tng.com.br/shorts-agua-floral-azul-v19mshn07-750/p,12-04-2022
Bermuda Sarja Color Chico Slim,"R$ 49,99",Bermudas,Bermudas de Sarja,0,BRANCO,Masculino,Bermuda Color Chico Slim,https://storetng.vteximg.com.br/arquivos/ids/383368-639-876/V19MBC01_350_1-BERMUDA-COLOR-CHICO-SLIM.jpg?v=637359566453800000,https://www.tng.com.br/bermuda-sarja-color-chico-slim-branco-v19mbc01-350/p,12-04-2022
Polo Folhagem Cb,"R$ 59,99",Estampada,Estampada,100% ALGODAO,CHUMBO,Masculino,,https://storetng.vteximg.com.br/arquivos/ids/386390-639-876/V19MPCH03_970_1-POLO-FOLHAGEM-CB.jpg?v=637359606392470000,https://www.tng.com.br/polo-folhagem-cb-chumbo-v19mpch03-970/p,12-04-2022
Shorts Agua Coqueiros,"R$ 39,99",Shorts,Shorts,100% NYLON,VERMELHO,Masculino,,https://storetng.vteximg.com.br/arquivos/ids/359652-639-876/V19MSHN11_609_1-SHORTS-AGUA-COQUEIROS.jpg?v=637244904042400000,https://www.tng.com.br/shorts-agua-coqueiros-vermelho-v19mshn11-609/p,12-04-2022
Bermuda Jeans Slim,"R$ 49,99",Bermudas,Bermudas Jeans,98% ALGODAO 2% ELASTANO,PRETO,Masculino,,https://storetng.vteximg.com.br/arquivos/ids/346288-639-876/V19MBJM04_746_1-BERMUDA-JEANS-SLIM.jpg?v=637199632941200000,https://www.tng.com.br/bermuda-jeans-slim-preto-v19mbjm04-746/p,12-04-2022
Short Água Tropical,"R$ 39,99",Shorts,Shorts,100% NYLON,VERMELHO,Masculino,"O verão chegou e com ele uma gama de estampas alegres e divertidas, como a do Short Água Tropical. Uma padronagem de folhagens sobre um fundo vermelho bem ousado e moderno. Possui cós elástico e bolsos. Bem fresco e confortável para usar nos dias quentes da estação.",https://storetng.vteximg.com.br/arquivos/ids/376208-639-876/V19MSHN14_609_1-SHORT-AGUA-TROPICAL.jpg?v=637334478272500000,https://www.tng.com.br/short-agua-tropical-vermelho-v19mshn14-609/p,12-04-2022
Shorts Agua Tropical,"R$ 39,99",Shorts,Shorts,100% NYLON,PRETO,Masculino,,https://storetng.vteximg.com.br/arquivos/ids/342999-639-876/V19MSHN16_950_1-SHORTS-AGUA-TROPICAL.jpg?v=637177114880500000,https://www.tng.com.br/shorts-agua-tropical-preto-v19mshn16-950/p,12-04-2022
Shorts Agua Estampado,"R$ 39,99",Shorts,Shorts,100% NYLON,AZUL,Masculino,,https://storetng.vteximg.com.br/arquivos/ids/344238-639-876/V19MSHN19_700_1-SHORTS-AGUA-ESTAMPADO.jpg?v=637178032081800000,https://www.tng.com.br/shorts-agua-estampado-azul-v19mshn19-700/p,12-04-2022
Camisa Social,"R$ 99,99",Camisas,Camisa Social,65% POLIESTER 35% ALGODAO,ROSA,Masculino,Camisa Social,https://storetng.vteximg.com.br/arquivos/ids/340775-639-876/V19MMB16_637_1-CAMISA-SOCIAL.jpg?v=637176568018230000,https://www.tng.com.br/camisa-social-rosa-v19mmb16-637/p,12-04-2022
Bermuda Jeans Slim,"R$ 49,99",Bermudas,Bermudas Jeans,100% ALGODAO,AZUL,Masculino,,https://storetng.vteximg.com.br/arquivos/ids/346285-639-876/V19MBJM13_771_1-BERMUDA-JEANS-SLIM.jpg?v=637199632900570000,https://www.tng.com.br/bermuda-jeans-slim-azul-v19mbjm13-771/p,12-04-2022
Traje Social Slim,"R$ 799,99",Black Friday,Masculino,65% POLIESTER 35% VISCOSE,AZUL,Masculino,"Traje Social Slim é composto por 65% poliester e 35% viscose o modelo é confortável e elegante, ótimo para compor os looks mais sofisticados.",https://storetng.vteximg.com.br/arquivos/ids/359734-639-876/V19MTF10_750_1-TRAJE-SOCIAL-FAKE-GALLES.jpg?v=637244904761970000,https://www.tng.com.br/traje-social-slim-azul-v19mtf10-750/p,12-04-2022
Camisa Quadriculada Folhas,"R$ 79,99",Camisas,Camisa Casual,100% ALGODAO,PRETO,Masculino,,https://storetng.vteximg.com.br/arquivos/ids/277394-639-876/V19MLH18_950_1-CAMISA-QUADRICULADA-FOLHAS.jpg?v=637165950185100000,https://www.tng.com.br/camisa-quadriculada-folhas-preto-v19mlh18-950/p,12-04-2022
Bermuda Sarja Esporte,"R$ 49,99",Bermudas,Bermudas de Sarja,100% ALGODAO,AMARELO,Masculino,Bermuda Sarja Esporte,https://storetng.vteximg.com.br/arquivos/ids/341825-639-876/V19MBS01_483_1-BERMUDA-CHINO-ESPORTE.jpg?v=637176589397900000,https://www.tng.com.br/bermuda-sarja-esporte-amarelo-v19mbs01-483/p,12-04-2022
Camisa Social,"R$ 99,99",Camisas,Camisa Social,50% POLIESTER 50% ALGODAO,AZUL,Masculino,"A Camisa Social cria visuais extremamente elegantes, seja para o trabalho ou para ocasiões sofisticadas. É uma camisa de mangas longas, gola italiana e fechamento por botões. Perfeita para usar com traje social ou até mesmo com calça jeans para um visual mais moderno. Forme sua combinação preferida.",https://storetng.vteximg.com.br/arquivos/ids/385436-639-876/V19MMB23_750_1-CAMISA-SOCIAL.jpg?v=637359583658330000,https://www.tng.com.br/camisa-social-azul-v19mmb23-750/p,12-04-2022
Traje Social Maquineta Xadrez,"R$ 699,99",Terno,Terno,100% POLIESTER,PRETO,Masculino,"O Traje Social Maquineta Xadrez é a opção ideal para ocasiões mais sofisticadas. Ele foge daquele padrão de traje social básico, trazendo como diferencial uma textura xadrez. É um traje super moderno e promete atrair olhares. Pura elegância para homens à altura. Invista nessa tendência!",https://storetng.vteximg.com.br/arquivos/ids/344254-639-876/V19MTM01_950_1-TRAJE-SOCIAL-MAQUINETA-XADREZ.jpg?v=637178032228630000,https://www.tng.com.br/traje-social-maquineta-xadrez-preto-v19mtm01-950/p,12-04-2022
