name,price,category,subcategory,composition,color,gender,description,img_url,url,scrapped-at
Camiseta M/m Geometric,"R$ 39,99",Camisetas,Camiseta Estampada,100% ALGODAO,PT-PRETO,Masculino,,https://storetng.vteximg.com.br/arquivos/ids/402998-639-876/I20MKCW36_950_1-CAMISETA-M-M-GEOMETRIC.jpg?v=637578235142470000,https://www.tng.com.br/camiseta-m-m-geometric-pt-preto-i20mkcw36-950/p,12-04-2022
Camiseta Df Botone Linho C/ Bolso,"R$ 39,99",Camisetas,Camiseta Estampada,70% ALGODAO 30% POLIESTER,BORDO,Masculino,"Camiseta manga curta em malha botoné com bolso, decote careca e acabamentos a fio. Modelagem comfort e composição mista.",https://storetng.vteximg.com.br/arquivos/ids/408991-639-876/V20MMDF27_125_1-CAMISETA-DF-BOTONE-LINHO-C--BOLSO.jpg?v=637683718552900000,https://www.tng.com.br/camiseta-df-botone-linho-c-bolso-bordo-v20mmdf27-125/p,12-04-2022
Camiseta M/m Df Play,"R$ 39,99",Camisetas,Camiseta Estampada,100% ALGODAO,PT-PRETO,Masculino,,https://storetng.vteximg.com.br/arquivos/ids/397213-639-876/V20MMDF21_950_1-CAMISETA-M-M-DF-PLAY.jpg?v=637492518528700000,https://www.tng.com.br/camiseta-m-m-df-play-pt-preto-v20mmdf21-950/p,12-04-2022
Camiseta Df Botone C/ Bolso,"R$ 39,99",Camisetas,Camiseta Estampada,80% POLIESTER 20% ALGODAO,MESCLA ESCURO,Masculino,"Camiseta manga curta em malha botoné com bolso, decote careca e acabamentos a fio. Modelagem comfort e composição mista.",https://storetng.vteximg.com.br/arquivos/ids/397241-639-876/V20MMDF29_901_1-CAMISETA-DF-BOTONE-C--BOLSO.jpg?v=637492518708730000,https://www.tng.com.br/camiseta-df-botone-c-bolso-mescla-escuro-v20mmdf29-901/p,12-04-2022
Hp Polo Estonada Assinatura,"R$ 119,99",Estampada,Estampada,100% POLIESTER,VERMELHO,Masculino,,https://storetng.vteximg.com.br/arquivos/ids/391241-639-876/V19MPDA01_612_1-HP-POLO-ESTONADA-ASSINATURA.jpg?v=637439079805630000,https://www.tng.com.br/hp-polo-estonada-assinatura-vermelho-v19mpda01-612/p,12-04-2022
Hp Polo Estonada Assinatura,"R$ 119,99",Estampada,Estampada,100% POLIESTER,AMARELO,Masculino,,https://storetng.vteximg.com.br/arquivos/ids/391989-639-876/V19MPDA01_483_1-HP-POLO-ESTONADA-ASSINATURA.jpg?v=637441590058170000,https://www.tng.com.br/hp-polo-estonada-assinatura-amarelo-v19mpda01-483/p,12-04-2022
Hp Polo Estonada Assinatura,"R$ 119,99",Estampada,Estampada,100% POLIESTER,AZUL,Masculino,,https://storetng.vteximg.com.br/arquivos/ids/391301-639-876/V19MPDA01_743_1-HP-POLO-ESTONADA-ASSINATURA.jpg?v=637439080653200000,https://www.tng.com.br/hp-polo-estonada-assinatura-azul-v19mpda01-743/p,12-04-2022
Camiseta Corastone c Bolso Tn,"R$ 39,99",Camisetas,Camiseta Estampada,100% ALGODAO,AZUL,Masculino,,https://storetng.vteximg.com.br/arquivos/ids/384792-639-876/V19MKDW169_750_1-CAMISETA-CORASTONE-C-BOLSO-TN.jpg?v=637359577640600000,https://www.tng.com.br/camiseta-corastone-c-bolso-tn-azul-v19mkdw169-750/p,12-04-2022
Camiseta Corastone Gola Padre Tn,"R$ 39,99",Camisetas,Camiseta Estampada,100% ALGODAO,AZUL,Masculino,,https://storetng.vteximg.com.br/arquivos/ids/398619-639-876/V19MKDW173_705_1-CAMISETA-CORASTONE-GOLA-PADRE-TN.jpg?v=637534906823800000,https://www.tng.com.br/camiseta-corastone-gola-padre-tn-azul-v19mkdw173-705/p,12-04-2022
Bermuda Jeans Luan Slim,"R$ 99,99",Bermudas,Bermudas Jeans,82% ALGODAO 16% POLIESTER 2% ELASTANO,AZUL,Masculino,,https://storetng.vteximg.com.br/arquivos/ids/341716-639-876/V19MBJM135_790_1-BERMUDA-JEANS-LUAN-SLIM.jpg?v=637176588705800000,https://www.tng.com.br/bermuda-jeans-luan-slim-azul-v19mbjm135-790/p,12-04-2022
Calça Sarja Color Skinny,"R$ 79,99",Calças,Calças de Sarja,98% ALGODAO 2% ELASTANO,BEGE,Masculino,"A Calça sarja é confeccionada em algodão e elastano, possui modelagem skinny, bolsos frontais e traseiros, passante deCintono cós e fechamento frontal por botão de casa e zíper.",https://storetng.vteximg.com.br/arquivos/ids/392123-639-876/BNMCCD87_510_1-CALCA-SARJA-COLOR-SKINNY.jpg?v=637444158182500000,https://www.tng.com.br/calca-sarja-color-skinny-bege-bnmccd87-510/p,12-04-2022
Bermuda Masculina Sarja Chino,"R$ 159,99",Bermudas,Bermudas de Sarja,98% ALGODAO 2% ELASTANO,AREIA,Masculino,"Bermuda masculina confeccionada em tecido sarja, modelo chino. Possui fechamento por botão e zíper no entremeio, bolsos na frente e atrás, cós com passantes, acabamento e costura no tom.",https://storetng.vteximg.com.br/arquivos/ids/410461-639-876/BNMBS02_504_1-BERMUDA-MASCULINA-SARJA-CHINO.jpg?v=637693206296030000,https://www.tng.com.br/bermuda-masculina-sarja-chino-areia-bnmbs02-504/p,12-04-2022
Camisa Casual Linho,"R$ 199,99",Camisas,Camisa Casual,100% ALGODAO,AMARELO,Masculino,,https://storetng.vteximg.com.br/arquivos/ids/385264-639-876/V19MLB09_249_1-CAMISA-CASUAL-LINHO.jpg?v=637359582581100000,https://www.tng.com.br/camisa-casual-linho-amarelo-v19mlb09-249/p,12-04-2022
Camisa Casual Linho,"R$ 199,99",Camisas,Camisa Casual,100% ALGODAO,BRANCO,Masculino,,https://storetng.vteximg.com.br/arquivos/ids/385313-639-876/V19MLB09_350_1-CAMISA-CASUAL-LINHO.jpg?v=637359582950770000,https://www.tng.com.br/camisa-casual-linho-branco-v19mlb09-350/p,12-04-2022
Camisa Casual Linho,"R$ 199,99",Camisas,Camisa Casual,100% ALGODAO,ROSA,Masculino,,https://storetng.vteximg.com.br/arquivos/ids/385366-639-876/V19MLB09_637_1-CAMISA-CASUAL-LINHO.jpg?v=637359583206100000,https://www.tng.com.br/camisa-casual-linho-rosa-v19mlb09-637/p,12-04-2022
Polo Meia Malha Sem Punho,"R$ 79,99",Basica,Basica,50% ALGODÃO 50% POLIESTER RECICLADO,UVA,Masculino,Polo manga curta em malha com 2 botões e gola em retilínea. Modelagem comfort. Composição mista.,https://storetng.vteximg.com.br/arquivos/ids/389783-639-876/BNMPCA56_217_1-POLO-MEIA-MALHA-SEM-PUNHO.jpg?v=637439058346700000,https://www.tng.com.br/polo-meia-malha-sem-punho-uva-bnmpca56-217/p,12-04-2022
Tricot Acrilico Piquet Mc Tc,"R$ 99,99",Camisetas,Camiseta Lisa,97% ALGODAO 3% POLIESTER,BR-BRANCO,Masculino,,https://storetng.vteximg.com.br/arquivos/ids/396677-639-876/V19MRW01_350_1-TRICOT-ACRILICO-PIQUET-MC-TC.jpg?v=637492515421070000,https://www.tng.com.br/tricot-acrilico-piquet-mc-tc-br-branco-v19mrw01-350/p,12-04-2022
Polo Meia Malha Sem Punho,"R$ 79,99",Basica,Basica,50% ALGODÃO 50% POLIESTER RECICLADO,VERDE FLORESTA,Masculino,Polo manga curta em malha com 2 botões e gola em retilínea. Modelagem comfort. Composição mista.,https://storetng.vteximg.com.br/arquivos/ids/390024-639-876/BNMPCA56_842_1-POLO-MEIA-MALHA-SEM-PUNHO.jpg?v=637439061794500000,https://www.tng.com.br/polo-meia-malha-sem-punho-verde-floresta-bnmpca56-842/p,12-04-2022
Polo Meia Malha Sem Punho,"R$ 79,99",Basica,Basica,50% ALGODÃO 50% POLIESTER RECICLADO,MESCLA CLARO,Masculino,Polo manga curta em malha com 2 botões e gola em retilínea. Modelagem comfort. Composição mista.,https://storetng.vteximg.com.br/arquivos/ids/390187-639-876/BNMPCA56_905_1-POLO-MEIA-MALHA-SEM-PUNHO.jpg?v=637439063811700000,https://www.tng.com.br/polo-meia-malha-sem-punho-mescla-claro-bnmpca56-905/p,12-04-2022
Polo Piquet Mescla Friso,"R$ 79,99",Estampada,Estampada,50% POLIESTER 50% ALGODAO,CAFE,Masculino,"Polo manga curta em piquet com 3 botões, gola e punho em retilínea com frisos e abertura lateral. Modelagem comfort. Composição mista",https://storetng.vteximg.com.br/arquivos/ids/405031-639-876/BNMPCA37_107_1-POLO-PIQUET-MESCLA-FRISO.jpg?v=637647108126230000,https://www.tng.com.br/polo-piquet-mescla-friso-cafe-bnmpca37-107/p,12-04-2022
Polo Piquet Mescla Friso,"R$ 79,99",Estampada,Estampada,50% POLIESTER 50% ALGODAO,VERDE FLORESTA,Masculino,"Polo manga curta em piquet com 3 botões, gola e punho em retilínea com frisos e abertura lateral. Modelagem comfort. Composição mista",https://storetng.vteximg.com.br/arquivos/ids/392175-639-876/BNMPCA37_842_1-POLO-PIQUET-MESCLA-FRISO.jpg?v=637444158480070000,https://www.tng.com.br/polo-piquet-mescla-friso-verde-floresta-bnmpca37-842/p,12-04-2022
Polo Piquet Mescla Friso,"R$ 79,99",Estampada,Estampada,50% POLIESTER 50% ALGODAO,UVA,Masculino,"Polo manga curta em piquet com 3 botões, gola e punho em retilínea com frisos e abertura lateral. Modelagem comfort. Composição mista",https://storetng.vteximg.com.br/arquivos/ids/397980-639-876/BNMPCA37_217_1-POLO-PIQUET-MESCLA-FRISO.jpg?v=637534902654670000,https://www.tng.com.br/polo-piquet-mescla-friso-uva-bnmpca37-217/p,12-04-2022
Camisa Social Maquin. Espinha De Peixe,"R$ 159,99",Camisas,Camisa Social,55% POLIESTER 45% ALGODAO,PRETO,Masculino,,https://storetng.vteximg.com.br/arquivos/ids/363472-639-876/I20MMM07_950_1-CAMISA-SOCIAL-MAQUIN--ESPINHA-DE-PEIXE.jpg?v=637274068340500000,https://www.tng.com.br/camisa-social-maquin--espinha-de-peixe-preto-i20mmm07-950/p,12-04-2022
Camisa C/ Elastano Lisa Ml,"R$ 139,99",Camisas,Camisa Social,97% ALGODAO 3% ELASTANO,AZUL MARINHO,Masculino,,https://storetng.vteximg.com.br/arquivos/ids/381608-639-876/I20MLB04_750_1-CAMISA-C--ELASTANO-LISA-ML.jpg?v=637356810064330000,https://www.tng.com.br/camisa-c-elastano-lisa-ml-azul-marinho-i20mlb04-750/p,12-04-2022
Camisa C/ Elastano Lisa Ml,"R$ 139,99",Camisas,Camisa Social,97% ALGODAO 3% ELASTANO,CINZA,Masculino,,https://storetng.vteximg.com.br/arquivos/ids/358314-639-876/I20MLB04_920_1-CAMISA-C--ELASTANO-LISA-ML.jpg?v=637244887575070000,https://www.tng.com.br/camisa-c-elastano-lisa-ml-cinza-i20mlb04-920/p,12-04-2022
Traje Social Em Poliéster Liso Multicolores,"R$ 699,99",Terno,Terno,100% POLIESTER,AZUL NOITE,Masculino,"Traje Social Em Poliéster Liso Multicolores o modelo é liso sem estampas, contém bolso na calça e é muito confortável.",https://storetng.vteximg.com.br/arquivos/ids/372327-639-876/I20MTL03_175_1-TRAJE-SOCIAL-EM-POLIESTER-LISO.jpg?v=637305089980970000,https://www.tng.com.br/traje-social-em-poliester-liso-multicolores-azul-noite-i20mtl03-175/p,12-04-2022
Bermuda Sarja Five Pocketex Color,"R$ 79,99",Bermudas,Bermudas de Sarja,100% ALGODAO,CHUMBO,Masculino,,https://storetng.vteximg.com.br/arquivos/ids/405434-639-876/I20MBC01_970_1-BERMUDA-FIVE-POCKETEX-COLOR.jpg?v=637647110717970000,https://www.tng.com.br/bermuda-sarja-five-pocketex-color-chumbo-i20mbc01-970/p,12-04-2022
Camisa F/t Xadrez Ml,"R$ 79,99",Camisas,Camisa Casual,100% ALGODAO,AZUL MARINHO,Masculino,,https://storetng.vteximg.com.br/arquivos/ids/358191-639-876/I20MLE02_750_1-CAMISA-F-T-XADREZ-ML.jpg?v=637244886549970000,https://www.tng.com.br/camisa-f-t-xadrez-ml-azul-marinho-i20mle02-750/p,12-04-2022
Traje Social Em Poliéster Liso Multicolores,"R$ 699,99",Terno,Terno,100% POLIESTER,PT-PRETO,Masculino,"Traje Social Em Poliéster Liso Multicolores o modelo é liso sem estampas, contém bolso na calça e é muito confortável.",https://storetng.vteximg.com.br/arquivos/ids/358539-639-876/I20MTL03_950_1-TRAJE-SOCIAL-EM-POLIESTER-LISO.jpg?v=637244889132300000,https://www.tng.com.br/traje-social-em-poliester-liso-multicolores-pt-preto-i20mtl03-950/p,12-04-2022
Bermuda Modelo Sarja,"R$ 129,99",Bermudas,Bermudas de Sarja,74% ALGODAO 26% POLIESTER,CINZA CLARO,Masculino,"A bermuda Modelo Sarja, multicolores, com bolsos frontais e traseiros. Ótima peça para compor looks casuais.",https://storetng.vteximg.com.br/arquivos/ids/371663-639-876/I20MBCS01_330_1-BERMUDA-MODELO-CHINO-TECIDO-TEC.jpg?v=637305082389270000,https://www.tng.com.br/bermuda-modelo-sarja-cinza-claro-i20mbcs01-330/p,12-04-2022
Camisa Manga Longa Com Estampa Diferenciada,"R$ 159,99",Camisas,Camisa Social,47% ALGODAO 52% POLIESTER 1% ELASTANO,CINZA CLARO,Masculino,"A camisa masculina manga longa, com botões diferenciados, e estampa fina em xadrez. Peça versátil, e ótima para compor vários looks.",https://storetng.vteximg.com.br/arquivos/ids/358196-639-876/I20MLE03_330_1-CAMISA-F-T-MAQUINETADO-ML.jpg?v=637244886595030000,https://www.tng.com.br/camisa-manga-longa-com-estampa-diferenciada-cinza-claro-i20mle03-330/p,12-04-2022
Camisa Manga Longa Com Estampa Diferenciada,"R$ 159,99",Camisas,Camisa Social,47% ALGODAO 52% POLIESTER 1% ELASTANO,CORAL,Masculino,"A camisa masculina manga longa, com botões diferenciados, e estampa fina em xadrez. Peça versátil, e ótima para compor vários looks.",https://storetng.vteximg.com.br/arquivos/ids/358250-639-876/I20MLE03_639_1-CAMISA-F-T-MAQUINETADO-ML.jpg?v=637244887055200000,https://www.tng.com.br/camisa-manga-longa-com-estampa-diferenciada-coral-i20mle03-639/p,12-04-2022
Camiseta Estonada Estampa Folhagens,"R$ 79,99",Camisetas,Camiseta Estampada,100% ALGODAO,VERDE MILITAR,Masculino,,https://storetng.vteximg.com.br/arquivos/ids/405431-639-876/I20MKDW16_850_1-CAMISETA-ESTONADA-ESTAMPA-FOLHAGENS.jpg?v=637647110698700000,https://www.tng.com.br/camiseta-estonada-estampa-folhagens-verde-militar-i20mkdw16-850/p,12-04-2022
Bermuda Modelo Sarja,"R$ 129,99",Bermudas,Bermudas de Sarja,74% ALGODAO 26% POLIESTER,AZUL,Masculino,"A bermuda Modelo Sarja, multicolores, com bolsos frontais e traseiros. Ótima peça para compor looks casuais.",https://storetng.vteximg.com.br/arquivos/ids/353832-639-876/I20MBCS01_700_1-BERMUDA-MODELO-CHINO-TECIDO-TEC.jpg?v=637227638597800000,https://www.tng.com.br/bermuda-modelo-sarja-azul-i20mbcs01-700/p,12-04-2022
Camisa Social Lisa Com Det. Bordado,"R$ 179,99",Camisas,Camisa Social,95% ALGODAO 5% ELASTANO,BR-BRANCO,Masculino,,https://storetng.vteximg.com.br/arquivos/ids/427865-639-876/I20MMB04_350_1-CAMISA-SOCIAL-LISA-COM-DET--BORDADO.jpg?v=637836612029730000,https://www.tng.com.br/camisa-social-lisa-com-det--bordado-br-branco-i20mmb04-350/p,12-04-2022
Traje Social Em Poliéster Liso,"R$ 699,99",Terno,Terno,100% POLIESTER,AZUL MARINHO,Masculino,"Traje Social Em Poliéster Liso é composto por 100% poliéster, confortável e estiloso o traje é indispensável para um look mais sofisticado e social.",https://storetng.vteximg.com.br/arquivos/ids/372354-639-876/I20MTL05_750_1-TRAJE-SOCIAL-EM-POLIESTER-LISO.jpg?v=637305090134600000,https://www.tng.com.br/traje-social-em-poliester-liso-azul-marinho-i20mtl05-750/p,12-04-2022
Camisa Manga Longa Com Estampa Diferenciada,"R$ 159,99",Camisas,Camisa Casual,47% ALGODAO 52% POLIESTER 1% ELASTANO,BR-BRANCO,Masculino,"A camisa masculina manga longa, com botões diferenciados, e estampa fina em xadrez. Peça versátil, e ótima para compor vários looks.",https://storetng.vteximg.com.br/arquivos/ids/371760-639-876/I20MLE05_350_1-CAMISA-F-T-XADREZ-ML.jpg?v=637305083723270000,https://www.tng.com.br/camisa-manga-longa-com-estampa-diferenciada-br-branco-i20mle05-350/p,12-04-2022
Camisa Manga Longa Com Estampa Diferenciada,"R$ 159,99",Camisas,Camisa Casual,47% ALGODAO 52% POLIESTER 1% ELASTANO,AZUL CLARO,Masculino,"A camisa masculina manga longa, com botões diferenciados, e estampa fina em xadrez. Peça versátil, e ótima para compor vários looks.",https://storetng.vteximg.com.br/arquivos/ids/358248-639-876/I20MLE05_705_1-CAMISA-F-T-XADREZ-ML.jpg?v=637244887040330000,https://www.tng.com.br/camisa-manga-longa-com-estampa-diferenciada-azul-claro-i20mle05-705/p,12-04-2022
Camisa Social Lisa Com Det. Bordado,"R$ 179,99",Camisas,Camisa Social,95% ALGODAO 5% ELASTANO,AZUL CLARO,Masculino,,https://storetng.vteximg.com.br/arquivos/ids/372125-639-876/I20MMB04_705_1-CAMISA-SOCIAL-LISA-COM-DET--BORDADO.jpg?v=637305088766930000,https://www.tng.com.br/camisa-social-lisa-com-det--bordado-azul-claro-i20mmb04-705/p,12-04-2022
Camisa Manga Longa Lisa,"R$ 159,99",Camisas,Camisa Social,47% ALGODAO 52% POLIESTER 1% ELASTANO,BORDO,Masculino,"A camisa masculina manga longa com botões diferenciados, lisa. Peça clássica, e ótima para compor vários looks.",https://storetng.vteximg.com.br/arquivos/ids/371775-639-876/I20MLE06_125_1-CAMISA-F-T-MAQUINETADO-ML.jpg?v=637305083807130000,https://www.tng.com.br/camisa-manga-longa-lisa-bordo-i20mle06-125/p,12-04-2022
Camisa Social Lisa Com Det. Bordado,"R$ 179,99",Camisas,Camisa Social,95% ALGODAO 5% ELASTANO,AZUL MARINHO,Masculino,,https://storetng.vteximg.com.br/arquivos/ids/422560-639-876/I20MMB04_750_1-CAMISA-SOCIAL-LISA-COM-DET--BORDADO.jpg?v=637758882145600000,https://www.tng.com.br/camisa-social-lisa-com-det--bordado-azul-marinho-i20mmb04-750/p,12-04-2022
Camisa Manga Longa Lisa,"R$ 159,99",Camisas,Camisa Social,47% ALGODAO 52% POLIESTER 1% ELASTANO,AZUL MARINHO,Masculino,"A camisa masculina manga longa com botões diferenciados, lisa. Peça clássica, e ótima para compor vários looks.",https://storetng.vteximg.com.br/arquivos/ids/371829-639-876/I20MLE06_750_1-CAMISA-F-T-MAQUINETADO-ML.jpg?v=637305084118900000,https://www.tng.com.br/camisa-manga-longa-lisa-azul-marinho-i20mle06-750/p,12-04-2022
Camisa Social Diagonal Mescla,"R$ 179,99",Camisas,Camisa Social,55% POLIESTER 45% ALGODAO,AZUL,Masculino,,https://storetng.vteximg.com.br/arquivos/ids/372051-639-876/I20MMB01_705_1-CAMISA-SOCIAL-DIAGONAL-MESCLA.jpg?v=637305087819770000,https://www.tng.com.br/camisa-social-diagonal-mescla-azul-i20mmb01-705/p,12-04-2022
Camisa Social Fil A Fil,"R$ 159,99",Camisas,Camisa Social,55% POLIESTER 45% ALGODAO,AZUL,Masculino,,https://storetng.vteximg.com.br/arquivos/ids/358363-639-876/I20MME01_700_1-CAMISA-SOCIAL-FIL-A-FIL.jpg?v=637244887915100000,https://www.tng.com.br/camisa-social-fil-a-fil-azul-i20mme01-700/p,12-04-2022
Camiseta Ml C/ Capuz e Bolso,"R$ 99,99",Camisetas,Camiseta Estampada,50% ALGODAO 50% ELASTANO,PRETO,Masculino,,https://storetng.vteximg.com.br/arquivos/ids/382793-639-876/I20MKLM01_950_1-CAMISETA-ML-C--CAPUZ-E-BOLSO.jpg?v=637359562919570000,https://www.tng.com.br/camiseta-ml-c-capuz-e-bolso-preto-i20mklm01-950/p,12-04-2022
Camisa Social Diagonal Acetinada,"R$ 179,99",Camisas,Camisa Social,55% POLIESTER 45% ALGODAO,BRANCO,Masculino,,https://storetng.vteximg.com.br/arquivos/ids/372053-639-876/I20MMB02_350_1-CAMISA-SOCIAL-DIAGONAL-ACETINADA.jpg?v=637305087848870000,https://www.tng.com.br/camisa-social-diagonal-acetinada-branco-i20mmb02-350/p,12-04-2022
Camisa F/T Maquinetado Ml,"R$ 79,99",Camisas,Camisa Social,100% ALGODAO,AZUL,Masculino,,https://storetng.vteximg.com.br/arquivos/ids/358261-639-876/I20MLE08_700_1-CAMISA-F-T-MAQUINETADO-ML.jpg?v=637244887149200000,https://www.tng.com.br/camisa-f-t-maquinetado-ml-azul-i20mle08-700/p,12-04-2022
Moletom Gola Careca 1/2 Avesso,"R$ 139,99",Casacos,Moletom,100% ALGODAO,CHUMBO,Masculino,,https://storetng.vteximg.com.br/arquivos/ids/382643-639-876/I20MHD01_970_1-MOLETOM-GOLA-CARECA-1-2-AVESSO.jpg?v=637359561994300000,https://www.tng.com.br/moletom-gola-careca-1-2-avesso-chumbo-i20mhd01-970/p,12-04-2022
Camisa F/t Maquinetado Ml,"R$ 79,99",Camisas,Camisa Social,100% ALGODAO,AZUL,Masculino,,https://storetng.vteximg.com.br/arquivos/ids/353920-639-876/I20MLE09_700_1-CAMISA-F-T-MAQUINETADO-ML.jpg?v=637227640174030000,https://www.tng.com.br/camisa-f-t-maquinetado-ml-azul-i20mle09-700/p,12-04-2022
Camisa Social Maquinetada Diagonal,"R$ 159,99",Camisas,Camisa Social,55% POLIESTER 45% ALGODAO,BRANCO,Masculino,,https://storetng.vteximg.com.br/arquivos/ids/358422-639-876/I20MMM01_350_1-CAMISA-SOCIAL-MAQUINETADA-DIAGONAL.jpg?v=637244888327930000,https://www.tng.com.br/camisa-social-maquinetada-diagonal-branco-i20mmm01-350/p,12-04-2022
Camisa Social Maquinetada,"R$ 159,99",Camisas,Camisa Social,55% POLIESTER 45% ALGODAO,BRANCO,Masculino,,https://storetng.vteximg.com.br/arquivos/ids/358452-639-876/I20MMM02_350_1-CAMISA-SOCIAL-MAQUINETADA.jpg?v=637244888508870000,https://www.tng.com.br/camisa-social-maquinetada-branco-i20mmm02-350/p,12-04-2022
Camisa Manga Longa Com Bolsos,"R$ 99,99",Camisas,Camisa Casual,100% ALGODAO,AZUL,Masculino,"A camisa masculina manga longa lisa, é composta por 100% algodão, com bolsos frontais. Peça versátil, e ótima para compor vários looks.",https://storetng.vteximg.com.br/arquivos/ids/371722-639-876/I20MLB01_700_1-CAMISA-ML-COM-BOLSOS.jpg?v=637305083475100000,https://www.tng.com.br/camisa-manga-longa-com-bolsos-azul-i20mlb01-700/p,12-04-2022
Camisa Lisa Ml,"R$ 99,99",Camisas,Camisa Social,100% ALGODAO,ROSA,Masculino,,https://storetng.vteximg.com.br/arquivos/ids/371735-639-876/I20MLB02_637_1-CAMISA-LISA-ML.jpg?v=637305083572730000,https://www.tng.com.br/camisa-lisa-ml-rosa-i20mlb02-637/p,12-04-2022
Camisa F/t Maquinetado Ml,"R$ 79,99",Camisas,Camisa Social,47% ALGODAO 52% POLIESTER 1% ELASTANO,ROSA,Masculino,,https://storetng.vteximg.com.br/arquivos/ids/371886-639-876/I20MLE11_643_1-CAMISA-F-T-MAQUINETADO-ML.jpg?v=637305084747100000,https://www.tng.com.br/camisa-f-t-maquinetado-ml-rosa-i20mle11-643/p,12-04-2022
